brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti,2015,80000,Diesel,Individual,Manual,First Owner,325000
Renault,2017,90000,Diesel,Individual,Manual,First Owner,600000
Maruti,2018,30000,Petrol,Individual,Manual,First Owner,700000
Toyota,2003,120000,Petrol,Individual,Automatic,Second Owner,95000
Maruti,2019,20000,Petrol,Dealer,Manual,First Owner,490000
Tata,2013,100000,Diesel,Individual,Manual,First Owner,380000
Hyundai,2018,31000,Petrol,Dealer,Manual,First Owner,550000
Maruti,2013,47000,Petrol,Dealer,Manual,First Owner,225000
Tata,2018,11200,Petrol,Individual,Manual,First Owner,570000
Maruti,2018,35000,Petrol,Dealer,Manual,First Owner,305000
Maruti,2010,50000,LPG,Dealer,Manual,First Owner,240000
Maruti,2015,55000,Diesel,Dealer,Manual,First Owner,700000
Maruti,2018,20000,Petrol,Dealer,Manual,First Owner,288000
Mahindra,2017,75000,Diesel,Dealer,Manual,First Owner,800000
Maruti,2017,93000,Petrol,Dealer,Manual,First Owner,430000
Chevrolet,2009,57000,Diesel,Dealer,Manual,Second Owner,195000
Maruti,2014,30000,Petrol,Dealer,Manual,First Owner,325000
Renault,2013,73000,Diesel,Dealer,Manual,First Owner,450000
Maruti,2016,65000,Diesel,Dealer,Manual,First Owner,630000
Maruti,2009,62000,Petrol,Dealer,Manual,Second Owner,250000
Hyundai,2007,85000,Petrol,Dealer,Manual,First Owner,135000
Chevrolet,2010,73000,Petrol,Individual,Manual,First Owner,110000
Maruti,2012,55000,Diesel,Dealer,Manual,First Owner,350000
Maruti,2016,5800,Petrol,Individual,Manual,Second Owner,240000
Toyota,2009,350000,Diesel,Individual,Manual,First Owner,350000
Maruti,2018,30000,Petrol,Individual,Manual,First Owner,600000
Maruti,2018,20000,Diesel,Individual,Manual,First Owner,750000
Hyundai,2018,20000,Petrol,Individual,Manual,First Owner,270000
Maruti,2007,100000,Petrol,Individual,Manual,Second Owner,90000
Maruti,2013,65000,Petrol,Individual,Manual,First Owner,350000
Ford,2013,90000,Diesel,Individual,Manual,Second Owner,285000
Toyota,2011,267000,Diesel,Individual,Manual,Second Owner,665000
Mahindra,2005,250000,Diesel,Individual,Manual,Second Owner,175000
Mahindra,2011,140000,Diesel,Individual,Manual,Second Owner,350000
Honda,2018,22000,Petrol,Dealer,Automatic,First Owner,1225000
Honda,2010,60000,Petrol,Dealer,Manual,Second Owner,285000
Honda,2018,28635,Petrol,Dealer,Manual,First Owner,1000000
Honda,2018,32114,Diesel,Dealer,Manual,First Owner,780000
Maruti,2014,82000,Petrol,Dealer,Manual,Second Owner,300000
Maruti,2006,95149,Petrol,Dealer,Manual,Second Owner,160000
Honda,2018,68458,Petrol,Dealer,Manual,First Owner,625000
Maruti,2010,42000,Petrol,Individual,Manual,First Owner,265000
Honda,2014,90000,Diesel,Individual,Manual,Second Owner,515000
Hyundai,2016,30000,Petrol,Individual,Manual,First Owner,210000
Maruti,2009,80000,Petrol,Individual,Manual,Second Owner,140000
Toyota,2015,128000,Diesel,Individual,Manual,First Owner,940000
Nissan,2013,80000,Diesel,Individual,Manual,First Owner,750000
Maruti,2016,100000,Diesel,Individual,Manual,First Owner,610000
Nissan,2015,50000,Diesel,Individual,Manual,First Owner,450000
Toyota,2012,56000,Diesel,Individual,Manual,First Owner,409999
Hyundai,2018,21302,Petrol,Individual,Manual,First Owner,100000
Hyundai,2016,100000,Diesel,Individual,Manual,First Owner,650000
Mahindra,2017,80000,Diesel,Individual,Manual,First Owner,650000
Hyundai,2010,105546,Petrol,Individual,Manual,First Owner,150000
Toyota,2018,10000,Petrol,Individual,Manual,First Owner,500000
Toyota,2012,80000,Diesel,Individual,Manual,Second Owner,1000000
Hyundai,2013,35000,Petrol,Individual,Manual,First Owner,340000
Hyundai,2019,11240,Petrol,Individual,Manual,First Owner,800000
Toyota,2013,120000,Diesel,Individual,Manual,First Owner,1010000
Toyota,2011,120000,Diesel,Individual,Manual,Third Owner,350000
Maruti,2016,70000,Diesel,Individual,Manual,First Owner,595000
Mahindra,2014,130000,Diesel,Individual,Manual,Third Owner,700000
Renault,2019,40000,Petrol,Individual,Manual,First Owner,265000
Maruti,2015,60000,Petrol,Individual,Manual,Second Owner,320000
Honda,2011,110000,Petrol,Individual,Manual,First Owner,310000
Honda,2014,130000,Diesel,Individual,Manual,First Owner,700000
Maruti,2009,80000,Petrol,Individual,Manual,Second Owner,130000
Maruti,2009,120000,Diesel,Individual,Manual,Second Owner,150000
Honda,2015,104000,Diesel,Individual,Manual,Second Owner,300000
Maruti,2011,100000,Petrol,Individual,Manual,Second Owner,150000
Honda,2003,132343,Petrol,Individual,Manual,Second Owner,120000
Hyundai,2016,90000,Diesel,Individual,Manual,Second Owner,950000
Maruti,2007,60000,Petrol,Individual,Manual,Second Owner,100000
Honda,2015,76000,Diesel,Individual,Manual,First Owner,450000
Maruti,2004,60000,Petrol,Individual,Manual,Third Owner,30000
Mahindra,2009,30000,Petrol,Individual,Manual,Second Owner,200000
Tata,2010,96000,Diesel,Individual,Manual,Second Owner,250000
Mahindra,2018,10000,Diesel,Individual,Manual,First Owner,1300000
Toyota,2017,36000,Diesel,Dealer,Manual,First Owner,425000
Honda,2017,12997,Diesel,Dealer,Manual,First Owner,550000
Maruti,2017,40000,Petrol,Individual,Automatic,First Owner,500000
Hyundai,2018,26430,Diesel,Dealer,Manual,First Owner,1150000
Maruti,2015,24600,Petrol,Dealer,Manual,First Owner,475000
Maruti,2011,28481,Petrol,Dealer,Manual,First Owner,260000
Ford,2013,100000,Petrol,Individual,Manual,First Owner,350000
Mahindra,2013,41988,Diesel,Dealer,Manual,First Owner,750000
Maruti,2009,30375,Petrol,Dealer,Manual,First Owner,180000
Renault,2017,7658,Petrol,Dealer,Automatic,First Owner,350000
Maruti,2017,34400,Diesel,Dealer,Manual,First Owner,611000
Renault,2017,18500,Petrol,Dealer,Manual,First Owner,325000
Maruti,2015,26134,Petrol,Dealer,Manual,First Owner,280000
Maruti,2014,28942,Petrol,Dealer,Automatic,First Owner,300000
Mahindra,2012,53600,Diesel,Dealer,Manual,First Owner,711000
Toyota,2015,53652,Diesel,Dealer,Manual,First Owner,851000
Maruti,2011,52895,Diesel,Dealer,Manual,First Owner,260000
Hyundai,2013,42324,Diesel,Dealer,Manual,Second Owner,550000
Mahindra,2016,65000,Diesel,Dealer,Manual,First Owner,1044999
Mahindra,2012,60236,Diesel,Dealer,Manual,First Owner,550000
Maruti,2014,70000,Petrol,Individual,Manual,Second Owner,210000
Maruti,2014,70000,Petrol,Individual,Manual,Third Owner,210000
Mahindra,2009,100000,Diesel,Individual,Manual,Second Owner,290000
Fiat,2008,110000,Diesel,Individual,Manual,First Owner,250999
Renault,2019,10300,Petrol,Individual,Manual,First Owner,600000
Fiat,2014,120000,Diesel,Individual,Manual,Second Owner,270000
Tata,2012,142000,Diesel,Individual,Manual,First Owner,550000
Mahindra,2017,25000,Diesel,Individual,Manual,First Owner,800000
Tata,2020,5000,Petrol,Individual,Manual,First Owner,500000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Hyundai,2016,28643,Petrol,Dealer,Manual,First Owner,396000
Honda,2014,50000,Diesel,Individual,Manual,First Owner,600000
Maruti,2019,30000,Petrol,Dealer,Manual,First Owner,575000
Hyundai,2020,5000,Petrol,Individual,Manual,First Owner,520000
Mahindra,2018,30000,Diesel,Individual,Automatic,First Owner,1400000
Maruti,2018,7600,Petrol,Individual,Automatic,First Owner,600000
Chevrolet,2013,47253,Diesel,Dealer,Manual,First Owner,195000
Maruti,2015,4432,Petrol,Dealer,Automatic,Second Owner,281000
Tata,2010,110000,Petrol,Individual,Manual,Second Owner,75000
Hyundai,2014,25000,Petrol,Individual,Manual,First Owner,400000
Tata,2009,70000,Diesel,Individual,Manual,Second Owner,93000
Hyundai,2016,68523,Petrol,Dealer,Manual,First Owner,560000
Hyundai,2019,5000,Petrol,Individual,Manual,First Owner,400000
Tata,2018,40000,Petrol,Individual,Manual,First Owner,459999
Hyundai,2017,43000,Diesel,Individual,Manual,First Owner,450000
Maruti,2010,80251,CNG,Dealer,Manual,Second Owner,88000
Hyundai,2010,34500,Petrol,Individual,Manual,Second Owner,250000
Ford,2000,42743,Petrol,Dealer,Manual,Third Owner,22000
Chevrolet,2013,93900,Diesel,Individual,Manual,Second Owner,130000
Maruti,2004,80000,Petrol,Individual,Manual,First Owner,79000
Chevrolet,2012,110000,Diesel,Individual,Manual,First Owner,120000
BMW,2011,100000,Diesel,Individual,Automatic,Second Owner,1700000
Chevrolet,2012,25000,Diesel,Individual,Manual,First Owner,300000
Chevrolet,2012,25000,Diesel,Individual,Manual,First Owner,300000
Maruti,2009,25000,Petrol,Individual,Manual,First Owner,145000
Ford,2019,20000,Diesel,Individual,Automatic,First Owner,3200000
Chevrolet,2013,10000,Petrol,Individual,Manual,First Owner,240000
Honda,2018,30000,Diesel,Individual,Manual,First Owner,700000
Hyundai,2010,110000,Petrol,Individual,Manual,Second Owner,145000
Maruti,2014,80000,Diesel,Individual,Manual,Second Owner,535000
Mahindra,2016,21000,Petrol,Individual,Manual,First Owner,420000
Maruti,2016,20000,Petrol,Individual,Manual,First Owner,350000
Maruti,2015,32000,Diesel,Individual,Manual,First Owner,550000
Mitsubishi,2007,180000,Diesel,Individual,Manual,First Owner,750000
Tata,2012,70000,Diesel,Individual,Manual,Second Owner,198000
Hyundai,2013,50000,Diesel,Individual,Manual,First Owner,420000
Hyundai,2013,50000,Diesel,Individual,Manual,First Owner,420000
Ford,2004,120000,Diesel,Individual,Manual,First Owner,195000
Hyundai,2012,55766,Petrol,Individual,Manual,Second Owner,150000
Nissan,2011,40000,Petrol,Individual,Manual,Second Owner,275000
Maruti,2001,60000,Petrol,Individual,Manual,Third Owner,65000
Maruti,2008,50000,Petrol,Individual,Manual,First Owner,200000
Maruti,2010,110000,Diesel,Individual,Manual,Second Owner,250000
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Maruti,2018,26350,Diesel,Dealer,Manual,First Owner,590000
Maruti,2012,110000,Petrol,Individual,Manual,Second Owner,225000
Tata,2015,68745,Diesel,Dealer,Manual,First Owner,225000
Maruti,2006,132000,Petrol,Individual,Manual,First Owner,165000
Mahindra,2019,35000,Diesel,Individual,Manual,First Owner,860000
Mahindra,2016,47000,Diesel,Individual,Manual,First Owner,900000
Tata,2013,100000,Diesel,Individual,Manual,First Owner,182000
Tata,2010,80000,Diesel,Individual,Manual,First Owner,100000
Hyundai,2006,40000,Petrol,Individual,Manual,Second Owner,100000
Maruti,2017,27289,Petrol,Dealer,Automatic,First Owner,375000
Tata,2018,10980,Petrol,Dealer,Automatic,First Owner,525000
Hyundai,2016,24662,Petrol,Dealer,Manual,First Owner,320000
Maruti,2013,37000,Diesel,Dealer,Manual,First Owner,525000
Nissan,2014,28245,Diesel,Dealer,Manual,First Owner,650000
Hyundai,2017,27005,Diesel,Dealer,Manual,First Owner,575000
Hyundai,2014,39227,Petrol,Dealer,Manual,First Owner,355000
Mahindra,2016,31367,Diesel,Dealer,Manual,First Owner,470000
Maruti,2008,35008,Petrol,Dealer,Manual,First Owner,221000
Hyundai,2009,27005,Petrol,Dealer,Manual,First Owner,195000
Maruti,2001,86000,Petrol,Individual,Manual,Second Owner,85000
Maruti,2013,50000,Diesel,Individual,Manual,First Owner,400000
Maruti,2017,20000,Diesel,Individual,Manual,First Owner,650000
Hyundai,2010,50000,Petrol,Individual,Manual,First Owner,400000
Tata,2012,80000,Diesel,Individual,Manual,Second Owner,295000
Maruti,2006,135000,LPG,Individual,Manual,Fourth & Above Owner,60000
Maruti,2003,120000,Diesel,Individual,Manual,Third Owner,110000
Fiat,2015,113600,Diesel,Individual,Manual,First Owner,550000
Hyundai,2008,70000,Petrol,Individual,Manual,Third Owner,190000
Ford,2018,20000,Diesel,Dealer,Manual,First Owner,861999
Ford,2018,14000,Petrol,Dealer,Manual,First Owner,782000
Ford,2018,26000,Diesel,Dealer,Manual,First Owner,836000
Honda,2016,138925,Petrol,Dealer,Manual,First Owner,696000
Honda,2016,121764,Diesel,Dealer,Manual,First Owner,596000
Honda,2016,105429,Petrol,Dealer,Manual,First Owner,612000
Maruti,2015,35000,Petrol,Individual,Manual,First Owner,114999
Tata,2017,60000,Diesel,Individual,Manual,First Owner,340000
Maruti,2020,5000,Petrol,Individual,Manual,First Owner,550000
Chevrolet,2008,70000,Petrol,Individual,Manual,Third Owner,114999
Maruti,2000,80000,Petrol,Individual,Manual,First Owner,105000
Maruti,2019,20000,Diesel,Individual,Manual,First Owner,890000
Tata,2019,8000,Petrol,Individual,Manual,First Owner,715000
Hyundai,2014,54000,Petrol,Dealer,Manual,Second Owner,525000
Volkswagen,2012,55300,Diesel,Dealer,Automatic,First Owner,735000
Honda,2016,11958,Petrol,Dealer,Manual,First Owner,495000
Hyundai,2017,9000,Petrol,Dealer,Manual,First Owner,1025000
Mahindra,2015,70000,Diesel,Individual,Manual,First Owner,750000
Renault,2013,120000,Diesel,Individual,Manual,First Owner,600000
Hyundai,2014,23122,Petrol,Dealer,Manual,Second Owner,475000
Hyundai,2007,58000,Petrol,Dealer,Manual,Second Owner,80000
Mahindra,2013,62200,Diesel,Dealer,Manual,First Owner,325000
Audi,2014,34000,Diesel,Dealer,Automatic,Second Owner,1470000
Fiat,2015,53000,Diesel,Individual,Manual,Second Owner,350000
Audi,2013,49000,Diesel,Dealer,Automatic,First Owner,2800000
Datsun,2017,15000,Petrol,Dealer,Manual,Second Owner,210000
Chevrolet,2012,44500,Diesel,Dealer,Manual,Second Owner,349000
Volkswagen,2013,50000,Petrol,Individual,Manual,First Owner,450000
Audi,2013,53000,Diesel,Dealer,Automatic,First Owner,1150000
Honda,2009,63500,Petrol,Dealer,Automatic,First Owner,210000
Mercedes-Benz,2018,9800,Petrol,Dealer,Automatic,First Owner,4500000
Volkswagen,2017,13599,Petrol,Dealer,Automatic,First Owner,825000
BMW,2017,13000,Diesel,Individual,Automatic,First Owner,2750000
Chevrolet,2012,110000,Diesel,Individual,Manual,First Owner,160000
Mahindra,2014,100000,Diesel,Individual,Manual,Second Owner,550000
Maruti,2006,110000,Petrol,Individual,Manual,Third Owner,95000
Toyota,2014,90000,Diesel,Individual,Manual,Second Owner,725000
Tata,2019,17000,Petrol,Individual,Manual,First Owner,670000
Maruti,2008,140000,Petrol,Individual,Manual,First Owner,65000
Mahindra,2015,50000,Diesel,Individual,Manual,Second Owner,500000
Mahindra,2017,53000,Petrol,Individual,Manual,First Owner,600000
Maruti,2017,70000,Petrol,Individual,Manual,Second Owner,350000
Chevrolet,2012,70000,Diesel,Individual,Manual,Second Owner,200000
Hyundai,2008,154000,Diesel,Individual,Manual,Third Owner,110000
Hyundai,2012,80000,Petrol,Individual,Manual,First Owner,150000
Maruti,2003,110000,Diesel,Individual,Manual,Second Owner,75000
Honda,2013,90000,Diesel,Individual,Manual,Second Owner,350000
Toyota,2018,15000,Diesel,Individual,Manual,First Owner,1700000
BMW,2011,86000,Diesel,Individual,Automatic,Second Owner,890000
Mahindra,2014,120000,Diesel,Individual,Manual,First Owner,500000
Hyundai,2019,5200,Petrol,Individual,Manual,First Owner,600000
Chevrolet,2010,60000,Petrol,Individual,Manual,Second Owner,99000
Hyundai,2011,46000,Petrol,Individual,Manual,First Owner,235000
Tata,2006,40000,Petrol,Individual,Manual,Second Owner,75000
Honda,2014,90000,Diesel,Individual,Manual,Second Owner,600000
Hyundai,2019,25000,Diesel,Individual,Manual,Second Owner,1000000
Hyundai,2012,90000,Diesel,Individual,Manual,First Owner,390000
Volkswagen,2015,70000,Diesel,Individual,Manual,First Owner,600000
Hyundai,2017,70000,Petrol,Individual,Manual,Second Owner,600000
Hyundai,2019,35000,Diesel,Individual,Manual,Second Owner,730000
Hyundai,2017,12700,Petrol,Individual,Automatic,First Owner,450000
Maruti,2011,80000,Diesel,Individual,Manual,First Owner,250000
Mahindra,2018,20000,Diesel,Individual,Manual,First Owner,1400000
Renault,2018,20000,Petrol,Individual,Manual,First Owner,300000
Ford,2017,19000,Petrol,Individual,Manual,First Owner,800000
Fiat,2009,95000,Diesel,Individual,Manual,Second Owner,125000
BMW,2019,9500,Diesel,Individual,Automatic,First Owner,2600000
Skoda,2012,50000,Petrol,Individual,Manual,First Owner,300000
Volkswagen,2012,90000,Diesel,Individual,Manual,First Owner,295000
Ford,2013,45839,Petrol,Dealer,Manual,First Owner,650000
Chevrolet,2010,74510,Petrol,Dealer,Manual,First Owner,200000
Chevrolet,2009,87293,Petrol,Dealer,Manual,First Owner,130000
Ford,2012,156040,Diesel,Dealer,Manual,First Owner,250000
Ford,2004,93415,Diesel,Dealer,Manual,First Owner,400000
Ford,2017,101159,Petrol,Dealer,Manual,First Owner,430000
Hyundai,2015,80000,Petrol,Individual,Manual,Second Owner,170000
Tata,2019,12000,Petrol,Individual,Manual,First Owner,450000
Maruti,2013,90000,Petrol,Individual,Manual,First Owner,350000
Chevrolet,2011,68519,Petrol,Dealer,Manual,First Owner,130000
Chevrolet,2012,55130,Diesel,Dealer,Manual,First Owner,180000
Ford,2014,65239,Petrol,Dealer,Manual,First Owner,475000
Volkswagen,2015,58182,Petrol,Dealer,Manual,First Owner,470000
Ford,2012,91245,Diesel,Dealer,Manual,First Owner,200000
Mahindra,2013,102989,Diesel,Dealer,Manual,First Owner,650000
Honda,2010,50000,Petrol,Individual,Manual,First Owner,400000
Maruti,2000,120000,Petrol,Individual,Manual,First Owner,100000
Maruti,2014,90000,Diesel,Individual,Manual,First Owner,409999
Maruti,2018,25000,Diesel,Individual,Manual,First Owner,640000
Maruti,2007,80000,Petrol,Individual,Manual,Second Owner,160000
Tata,2013,100000,Diesel,Individual,Manual,First Owner,182000
Maruti,2018,70000,Diesel,Individual,Manual,First Owner,750000
Mahindra,2002,50000,Diesel,Individual,Manual,Third Owner,150000
Maruti,2008,100000,Petrol,Individual,Manual,Second Owner,80000
Maruti,2016,90000,Diesel,Individual,Manual,Third Owner,240000
Maruti,2005,60000,Petrol,Individual,Manual,Third Owner,60000
Maruti,2007,120000,Petrol,Individual,Manual,Third Owner,70000
Volkswagen,2008,90000,Diesel,Individual,Automatic,Second Owner,285000
Maruti,2015,60000,Diesel,Individual,Manual,Second Owner,350000
Hyundai,2015,30000,Diesel,Individual,Manual,Second Owner,699000
Ford,2011,108000,Diesel,Individual,Manual,Second Owner,275000
Hyundai,2012,160000,Diesel,Individual,Manual,Second Owner,350000
Maruti,2006,90000,Petrol,Individual,Manual,Third Owner,135000
Mahindra,2010,120000,Diesel,Individual,Manual,Third Owner,325000
Mahindra,2012,102000,Diesel,Individual,Manual,Second Owner,650000
Mahindra,2009,178000,Diesel,Individual,Manual,Second Owner,300000
Toyota,2014,200000,Diesel,Individual,Manual,Second Owner,1200000
Ford,2012,60000,Petrol,Dealer,Manual,First Owner,450000
Tata,2019,3000,Petrol,Individual,Manual,First Owner,425000
Maruti,2006,75118,Petrol,Individual,Manual,Second Owner,150000
Maruti,2013,140000,Diesel,Individual,Manual,Second Owner,290000
Hyundai,2014,60000,Petrol,Individual,Manual,Second Owner,335000
Chevrolet,2006,79000,Petrol,Dealer,Manual,Fourth & Above Owner,120000
Ford,2005,25000,Petrol,Individual,Manual,Second Owner,20000
Hyundai,2005,70000,Petrol,Individual,Manual,First Owner,250000
Hyundai,2008,41723,Petrol,Individual,Manual,Second Owner,120000
Maruti,2010,70000,Petrol,Individual,Manual,First Owner,250000
Tata,2012,70000,Diesel,Individual,Manual,Second Owner,220000
Ford,2005,4637,Petrol,Individual,Manual,Second Owner,61000
Maruti,2016,70000,Diesel,Individual,Manual,First Owner,620000
Maruti,2014,100000,Diesel,Individual,Manual,Second Owner,425000
Tata,2009,120000,Diesel,Individual,Manual,Second Owner,85000
Maruti,2015,40000,Diesel,Individual,Manual,Second Owner,270000
Maruti,2009,220000,Diesel,Individual,Manual,First Owner,180000
Renault,2018,20000,Petrol,Individual,Manual,First Owner,300000
Ford,2017,19000,Petrol,Individual,Manual,First Owner,800000
Fiat,2009,95000,Diesel,Individual,Manual,Second Owner,125000
Mahindra,2017,30000,Petrol,Individual,Manual,First Owner,450000
